# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	-0.9201472	-6.3329935e-08	1.1e-44	0.04	0	0
0	-0.9185803	-6.350456e-08	1e-44	0.041	0	0
0	-0.91696453	-6.594928e-08	1e-44	0.042	0	0
0	-0.9152967	-6.8335794e-08	1e-44	0.043	0	0
0	-0.913574	-6.775372e-08	1.1e-44	0.044	0	0
0	-0.91179335	-7.241033e-08	1.1e-44	0.045	0	0
0	-0.9099512	-7.0547685e-08	-1.1e-44	0.046	0	0
0	-0.908044	-7.287599e-08	-1.1e-44	0.047	0	0
0	-0.9060675	-7.566996e-08	-1.1e-44	0.048	0	0
0	-0.90401685	-7.7299774e-08	-1.1e-44	0.049	0	0
0	-0.9018873	-7.939525e-08	8e-45	0.05	0	0
0	-0.8996737	-8.492498e-08	4e-45	0.051	0	0
0	-0.89736915	-8.5507054e-08	1e-44	0.052	0	0
0	-0.8949678	-8.678762e-08	-1.1e-44	0.053	0	0
0	-0.8924616	-9.19099e-08	-1e-44	0.054	0	0
0	-0.8898422	-9.773066e-08	-1.1e-44	0.055	0	0
0	-0.88709956	-9.377254e-08	-1.1e-44	0.056	0	0
0	-0.88422376	-9.534415e-08	1.3e-44	0.057	0	0
0	-0.8812026	-1.02620106e-07	1.1e-44	0.058	0	0
0	-0.8780221	-1.0454096e-07	1.1e-44	0.059	0	0
0	-0.87466455	-1.1251541e-07	-1.1e-44	0.06	0	0
0	-0.87111413	-1.14843715e-07	-1.1e-44	0.061	0	0
0	-0.8673458	-1.162407e-07	-1.1e-44	0.062	0	0
0	-0.8633349	-1.215376e-07	8e-45	0.063	0	0
0	-0.85905194	-1.2508826e-07	1.3e-44	0.064	0	0
0	-0.85445595	-1.2572855e-07	1.3e-44	0.065	0	0
0	-0.8495032	-1.3323734e-07	1.1e-44	0.066	0	0
0	-0.84413457	-1.3777753e-07	-8e-45	0.067	0	0
0	-0.83827424	-1.4551915e-07	-7e-45	0.068	0	0
0	-0.8318262	-1.5052501e-07	-8e-45	0.069	0	0
0	-0.82465386	-1.5704427e-07	8e-45	0.07	0	0
0	-0.81656927	-1.7601997e-07	-1.1e-44	0.071	0	0
0	-0.8072866	-1.9022264e-07	1e-44	0.072	0	0
0	-0.79633725	-2.1094456e-07	-1.3e-44	0.073	0	0
0	-0.78283846	-2.4947803e-07	8e-45	0.074	0	0
0	-0.76475984	-3.1123636e-07	1.3e-44	0.075	0	0
0	-0.73115146	-5.3894473e-07	-3e-45	0.076	0	0
0	0.9909042	-2.3544999e-08	-3e-45	0.077	0	0
0	0.9909786	-2.514571e-08	-3e-45	0.078	0	0
0	0.9910524	-2.4650944e-08	-3e-45	0.079	0	0
0	0.9911254	-2.2933818e-08	-3e-45	0.08	0	0
0	0.9911978	-2.2148015e-08	-3e-45	0.081	0	0
0	0.9912695	-2.0809239e-08	-3e-45	0.082	0	0
0	0.99134064	-1.9994332e-08	-3e-45	0.083	0	0
0	0.99141103	-1.8597348e-08	-3e-45	0.084	0	0
0	0.9914808	-1.5541445e-08	-3e-45	0.085	0	0
0	0.99154997	-1.5919795e-08	-3e-45	0.086	0	0
0	0.9916185	-1.542503e-08	-3e-45	0.087	0	0
0	0.99168646	-1.4173565e-08	-1e-45	0.088	0	0
0	0.99175376	-1.3387762e-08	-3e-45	0.089	0	0
0	0.99182045	-1.2194505e-08	-3e-45	0.09	0	0
0	0.9918865	-1.1874363e-08	-3e-45	0.091	0	0
0	0.99195194	-1.1379598e-08	-3e-45	0.092	0	0
0	0.9920169	-1.0128133e-08	-1e-45	0.093	0	0
0	0.99208117	-1.02154445e-08	-3e-45	0.094	0	0
0	0.9921448	-6.4610504e-09	-3e-45	0.095	0	0
0	0.992208	-4.656613e-09	-3e-45	0.096	0	0
0	0.9922705	-3.434252e-09	-3e-45	0.097	0	0
0	0.99233246	-5.2386895e-09	-3e-45	0.098	0	0
0	0.9923939	-5.7625584e-09	-3e-45	0.099	0	0
